,business_product_instance_id,cost,duration,number_of_sms,total_volume,event_type,event_id,date,direction,calling_msisdn,called_msisdn,roaming
6867,24.0,0.0,0,0.0,800000.0,data,1786,2022-03-03,outcoming,-1,-1,False
6871,24.0,0.0,0,0.0,100000.0,data,1787,2022-03-25,outcoming,-1,-1,True
6875,24.0,0.0,0,0.0,500000.0,data,1788,2022-03-05,outcoming,-1,-1,False
6878,24.0,0.0,0,0.0,800000.0,data,1789,2022-03-14,outcoming,-1,-1,False
6879,24.0,0.0,0,0.0,400000.0,data,1790,2022-03-25,outcoming,-1,-1,False
6881,24.0,0.0,0,0.0,900000.0,data,1791,2022-03-03,outcoming,-1,-1,False
6884,24.0,0.0,0,0.0,900000.0,data,1792,2022-03-18,outcoming,-1,-1,False
6889,24.0,0.0,0,0.0,900000.0,data,1793,2022-03-11,outcoming,-1,-1,False
6890,24.0,0.0,0,0.0,200000.0,data,1794,2022-03-03,outcoming,-1,-1,False
6894,24.0,0.0,0,0.0,800000.0,data,1795,2022-03-06,outcoming,-1,-1,False
6899,24.0,0.0,0,0.0,400000.0,data,1796,2022-03-12,outcoming,-1,-1,False
6902,24.0,0.0,0,0.0,700000.0,data,1797,2022-03-24,outcoming,-1,-1,False
6904,24.0,0.0,0,0.0,600000.0,data,1798,2022-03-15,outcoming,-1,-1,False
6906,24.0,0.0,0,0.0,400000.0,data,1799,2022-03-24,outcoming,-1,-1,False
6909,24.0,0.0,0,0.0,700000.0,data,1800,2022-03-13,outcoming,-1,-1,False
6918,24.0,0.0,0,0.0,300000.0,data,1801,2022-03-30,outcoming,-1,-1,False
6920,24.0,0.0,0,0.0,200000.0,data,1802,2022-03-20,outcoming,-1,-1,False
6922,24.0,0.0,0,0.0,100000.0,data,1803,2022-03-01,outcoming,-1,-1,False
6923,24.0,0.0,0,0.0,200000.0,data,1804,2022-03-29,outcoming,-1,-1,False
6930,24.0,0.0,0,0.0,800000.0,data,1805,2022-03-19,outcoming,-1,-1,False
6933,24.0,0.0,0,0.0,100000.0,data,1806,2022-03-09,outcoming,-1,-1,False
6938,24.0,0.0,0,0.0,100000.0,data,1807,2022-03-26,outcoming,-1,-1,False
6943,24.0,0.0,0,0.0,200000.0,data,1808,2022-03-07,outcoming,-1,-1,False
6948,24.0,0.0,0,0.0,100000.0,data,1809,2022-03-29,outcoming,-1,-1,False
6950,24.0,0.0,0,0.0,100000.0,data,1810,2022-03-05,outcoming,-1,-1,False
6952,24.0,0.0,0,0.0,600000.0,data,1811,2022-03-16,outcoming,-1,-1,False
6955,24.0,0.0,0,0.0,900000.0,data,1812,2022-03-15,outcoming,-1,-1,False
6965,24.0,0.0,0,0.0,100000.0,data,1813,2022-03-18,outcoming,-1,-1,False
6966,24.0,0.0,0,0.0,300000.0,data,1814,2022-03-08,outcoming,-1,-1,False
6972,24.0,0.0,0,0.0,200000.0,data,1815,2022-03-04,outcoming,-1,-1,False
6975,24.0,0.0,0,0.0,900000.0,data,1816,2022-03-24,outcoming,-1,-1,False
6988,24.0,0.0,0,0.0,100000.0,data,1817,2022-03-15,outcoming,-1,-1,False
6990,24.0,0.0,0,0.0,900000.0,data,1818,2022-03-20,outcoming,-1,-1,False
6998,24.0,0.0,0,0.0,100000.0,data,1819,2022-03-19,outcoming,-1,-1,False
7017,24.0,0.0,0,0.0,900000.0,data,1820,2022-03-14,outcoming,-1,-1,False
7020,24.0,0.0,0,0.0,400000.0,data,1821,2022-03-07,outcoming,-1,-1,False
7028,24.0,0.0,0,0.0,800000.0,data,1822,2022-03-02,outcoming,-1,-1,False
7031,24.0,0.0,0,0.0,600000.0,data,1823,2022-03-30,outcoming,-1,-1,False
7042,24.0,0.0,0,0.0,800000.0,data,1824,2022-03-14,outcoming,-1,-1,False
7052,24.0,0.0,0,0.0,400000.0,data,1825,2022-03-15,outcoming,-1,-1,False
7058,24.0,0.0,0,0.0,400000.0,data,1826,2022-03-05,outcoming,-1,-1,False
7065,24.0,0.0,0,0.0,600000.0,data,1827,2022-03-09,outcoming,-1,-1,False
7073,24.0,0.0,0,0.0,800000.0,data,1828,2022-03-24,outcoming,-1,-1,True
7077,24.0,0.0,0,0.0,600000.0,data,1829,2022-03-09,outcoming,-1,-1,False
7082,24.0,0.0,0,0.0,900000.0,data,1830,2022-03-23,outcoming,-1,-1,True
7084,24.0,0.0,0,0.0,400000.0,data,1831,2022-03-13,outcoming,-1,-1,True
7088,24.0,0.0,0,0.0,100000.0,data,1832,2022-03-15,outcoming,-1,-1,False
7091,24.0,0.0,0,0.0,700000.0,data,1833,2022-03-03,outcoming,-1,-1,False
7104,24.0,0.0,0,0.0,200000.0,data,1834,2022-03-03,outcoming,-1,-1,False
7109,24.0,0.0,0,0.0,400000.0,data,1835,2022-03-28,outcoming,-1,-1,False
7114,24.0,0.0,0,0.0,800000.0,data,1836,2022-03-03,outcoming,-1,-1,True
7115,24.0,0.0,0,0.0,400000.0,data,1837,2022-03-09,outcoming,-1,-1,False
7118,24.0,0.0,0,0.0,200000.0,data,1838,2022-03-28,outcoming,-1,-1,False
7122,24.0,0.0,0,0.0,200000.0,data,1839,2022-03-05,outcoming,-1,-1,False
7130,24.0,0.0,0,0.0,300000.0,data,1840,2022-03-07,outcoming,-1,-1,False
7139,24.0,0.0,0,0.0,100000.0,data,1841,2022-03-25,outcoming,-1,-1,False
7143,24.0,0.0,0,0.0,100000.0,data,1842,2022-03-18,outcoming,-1,-1,False
7144,24.0,0.0,0,0.0,200000.0,data,1843,2022-03-12,outcoming,-1,-1,False
7148,24.0,0.0,0,0.0,300000.0,data,1844,2022-03-25,outcoming,-1,-1,False
7149,24.0,0.0,0,0.0,500000.0,data,1845,2022-03-01,outcoming,-1,-1,False
7150,24.0,0.0,0,0.0,300000.0,data,1846,2022-03-22,outcoming,-1,-1,False
7157,24.0,0.0,0,0.0,600000.0,data,1847,2022-03-08,outcoming,-1,-1,False
7160,24.0,0.0,0,0.0,100000.0,data,1848,2022-03-06,outcoming,-1,-1,False
7161,24.0,0.0,0,0.0,300000.0,data,1849,2022-03-17,outcoming,-1,-1,False
7163,24.0,0.0,0,0.0,600000.0,data,1850,2022-03-02,outcoming,-1,-1,False
7171,24.0,0.0,0,0.0,300000.0,data,1851,2022-03-21,outcoming,-1,-1,False
7173,24.0,0.0,0,0.0,900000.0,data,1852,2022-03-11,outcoming,-1,-1,False
7182,24.0,0.0,0,0.0,700000.0,data,1853,2022-03-28,outcoming,-1,-1,True
7187,24.0,0.0,0,0.0,700000.0,data,1854,2022-03-07,outcoming,-1,-1,False
7192,24.0,0.0,0,0.0,500000.0,data,1855,2022-03-09,outcoming,-1,-1,False
7209,24.0,0.0,0,0.0,800000.0,data,1856,2022-03-21,outcoming,-1,-1,False
7213,24.0,0.0,0,0.0,200000.0,data,1857,2022-03-04,outcoming,-1,-1,False
7214,24.0,0.0,0,0.0,600000.0,data,1858,2022-03-06,outcoming,-1,-1,False
7225,24.0,0.0,0,0.0,200000.0,data,1859,2022-03-24,outcoming,-1,-1,False
7234,24.0,0.0,0,0.0,200000.0,data,1860,2022-03-21,outcoming,-1,-1,False
7235,24.0,0.0,0,0.0,600000.0,data,1861,2022-03-29,outcoming,-1,-1,False
7242,24.0,0.0,0,0.0,900000.0,data,1862,,outcoming,-1,-1,False
7244,24.0,0.0,0,0.0,600000.0,data,1863,,outcoming,-1,-1,False
7247,24.0,0.0,0,0.0,200000.0,data,1864,,outcoming,-1,-1,False
7248,24.0,0.0,0,0.0,600000.0,data,1865,,outcoming,-1,-1,False
7253,24.0,0.0,0,0.0,800000.0,data,1866,,outcoming,-1,-1,False
7255,24.0,0.0,0,0.0,100000.0,data,1867,,outcoming,-1,-1,False
7262,24.0,0.0,0,0.0,500000.0,data,1868,,outcoming,-1,-1,False
7264,24.0,0.0,0,0.0,800000.0,data,1869,,outcoming,-1,-1,True
7289,24.0,0.0,0,0.0,800000.0,data,1870,,outcoming,-1,-1,False
7290,24.0,0.0,0,0.0,200000.0,data,1871,,outcoming,-1,-1,False
7291,24.0,0.0,0,0.0,400000.0,data,1872,,outcoming,-1,-1,False
7292,24.0,0.0,0,0.0,900000.0,data,1873,,outcoming,-1,-1,False
7293,24.0,0.0,0,0.0,500000.0,data,1874,,outcoming,-1,-1,False
7297,24.0,0.0,0,0.0,400000.0,data,1875,,outcoming,-1,-1,False
7298,24.0,0.0,0,0.0,900000.0,data,1876,,outcoming,-1,-1,False
7299,24.0,0.0,0,0.0,900000.0,data,1877,,outcoming,-1,-1,True
7305,24.0,0.0,0,0.0,100000.0,data,1878,,outcoming,-1,-1,False
7308,24.0,0.0,0,0.0,400000.0,data,1879,,outcoming,-1,-1,False
7311,24.0,0.0,0,0.0,100000.0,data,1880,,outcoming,-1,-1,False
7315,24.0,0.0,0,0.0,300000.0,data,1881,,outcoming,-1,-1,False
7317,24.0,0.0,0,0.0,500000.0,data,1882,,outcoming,-1,-1,False
7319,24.0,0.0,0,0.0,200000.0,data,1883,,outcoming,-1,-1,False
7323,24.0,0.0,0,0.0,100000.0,data,1884,,outcoming,-1,-1,False
7324,24.0,0.0,0,0.0,400000.0,data,1885,,outcoming,-1,-1,False
7326,24.0,0.0,0,0.0,500000.0,data,1886,,outcoming,-1,-1,False
7335,24.0,0.0,0,0.0,700000.0,data,1887,,outcoming,-1,-1,False
7339,24.0,0.0,0,0.0,400000.0,data,1888,,outcoming,-1,-1,False
7340,24.0,0.0,0,0.0,100000.0,data,1889,,outcoming,-1,-1,False
7344,24.0,0.0,0,0.0,600000.0,data,1890,,outcoming,-1,-1,False
7351,24.0,0.0,0,0.0,700000.0,data,1891,,outcoming,-1,-1,False
7356,24.0,0.0,0,0.0,900000.0,data,1892,,outcoming,-1,-1,False
7357,24.0,0.0,0,0.0,300000.0,data,1893,,outcoming,-1,-1,False
7360,24.0,0.0,0,0.0,500000.0,data,1894,,outcoming,-1,-1,False
7361,24.0,0.0,0,0.0,900000.0,data,1895,,outcoming,-1,-1,False
7363,24.0,0.0,0,0.0,100000.0,data,1896,,outcoming,-1,-1,False
7373,24.0,0.0,0,0.0,800000.0,data,1897,,outcoming,-1,-1,False
7376,24.0,0.0,0,0.0,700000.0,data,1898,,outcoming,-1,-1,False
7380,24.0,0.0,0,0.0,700000.0,data,1899,,outcoming,-1,-1,False
7381,24.0,0.0,0,0.0,900000.0,data,1900,,outcoming,-1,-1,False
7404,24.0,0.0,0,0.0,200000.0,data,1901,,outcoming,-1,-1,False
7406,24.0,0.0,0,0.0,200000.0,data,1902,,outcoming,-1,-1,False
7408,24.0,0.0,0,0.0,100000.0,data,1903,,outcoming,-1,-1,False
7410,24.0,0.0,0,0.0,800000.0,data,1904,,outcoming,-1,-1,False
7412,24.0,0.0,0,0.0,400000.0,data,1905,,outcoming,-1,-1,False
7413,24.0,0.0,0,0.0,600000.0,data,1906,,outcoming,-1,-1,False
7414,24.0,0.0,0,0.0,800000.0,data,1907,,outcoming,-1,-1,False
7416,24.0,0.0,0,0.0,300000.0,data,1908,,outcoming,-1,-1,False
7425,24.0,0.0,0,0.0,600000.0,data,1909,,outcoming,-1,-1,False
7427,24.0,0.0,0,0.0,300000.0,data,1910,,outcoming,-1,-1,False
7431,24.0,0.0,0,0.0,400000.0,data,1911,,outcoming,-1,-1,False
7436,24.0,0.0,0,0.0,700000.0,data,1912,,outcoming,-1,-1,False
7437,24.0,0.0,0,0.0,300000.0,data,1913,,outcoming,-1,-1,False
7442,24.0,0.0,0,0.0,900000.0,data,1914,,outcoming,-1,-1,False
7446,24.0,0.0,0,0.0,400000.0,data,1915,,outcoming,-1,-1,False
7449,24.0,0.0,0,0.0,500000.0,data,1916,,outcoming,-1,-1,False
7455,24.0,0.0,0,0.0,400000.0,data,1917,,outcoming,-1,-1,False
7458,24.0,0.0,0,0.0,200000.0,data,1918,,outcoming,-1,-1,False
7466,24.0,0.0,0,0.0,700000.0,data,1919,,outcoming,-1,-1,False
7467,24.0,0.0,0,0.0,300000.0,data,1920,,outcoming,-1,-1,True
7482,24.0,0.0,0,0.0,700000.0,data,1921,,outcoming,-1,-1,False
7484,24.0,0.0,0,0.0,600000.0,data,1922,,outcoming,-1,-1,False
7490,24.0,0.0,0,0.0,600000.0,data,1923,,outcoming,-1,-1,False
7498,24.0,0.0,0,0.0,700000.0,data,1924,,outcoming,-1,-1,False
7500,24.0,0.0,0,0.0,100000.0,data,1925,,outcoming,-1,-1,False
7505,24.0,0.0,0,0.0,200000.0,data,1926,,outcoming,-1,-1,False
7507,24.0,0.0,0,0.0,200000.0,data,1927,,outcoming,-1,-1,False
7518,24.0,0.0,0,0.0,800000.0,data,1928,,outcoming,-1,-1,False
7519,24.0,0.0,0,0.0,800000.0,data,1929,,outcoming,-1,-1,False
7521,24.0,0.0,0,0.0,200000.0,data,1930,,outcoming,-1,-1,False
7529,24.0,0.0,0,0.0,200000.0,data,1931,,outcoming,-1,-1,False
7532,24.0,0.0,0,0.0,200000.0,data,1932,,outcoming,-1,-1,False
7533,24.0,0.0,0,0.0,600000.0,data,1933,,outcoming,-1,-1,False
7534,24.0,0.0,0,0.0,600000.0,data,1934,,outcoming,-1,-1,False
7537,24.0,0.0,0,0.0,300000.0,data,1935,,outcoming,-1,-1,False
7543,24.0,0.0,0,0.0,900000.0,data,1936,,outcoming,-1,-1,False
7545,24.0,0.0,0,0.0,300000.0,data,1937,,outcoming,-1,-1,False
7547,24.0,0.0,0,0.0,600000.0,data,1938,,outcoming,-1,-1,False
7549,24.0,0.0,0,0.0,300000.0,data,1939,,outcoming,-1,-1,False
7553,24.0,0.0,0,0.0,500000.0,data,1940,,outcoming,-1,-1,False
7560,24.0,0.0,0,0.0,900000.0,data,1941,,outcoming,-1,-1,False
7565,24.0,0.0,0,0.0,300000.0,data,1942,,outcoming,-1,-1,False
7567,24.0,0.0,0,0.0,700000.0,data,1943,,outcoming,-1,-1,True
7570,24.0,0.0,0,0.0,900000.0,data,1944,,outcoming,-1,-1,True
7572,24.0,0.0,0,0.0,100000.0,data,1945,,outcoming,-1,-1,False
7573,24.0,0.0,0,0.0,300000.0,data,1946,,outcoming,-1,-1,False
7578,24.0,0.0,0,0.0,300000.0,data,1947,,outcoming,-1,-1,False
7580,24.0,0.0,0,0.0,800000.0,data,1948,,outcoming,-1,-1,False
7581,24.0,0.0,0,0.0,800000.0,data,1949,,outcoming,-1,-1,False
7584,24.0,0.0,0,0.0,800000.0,data,1950,,outcoming,-1,-1,False
7592,24.0,0.0,0,0.0,200000.0,data,1951,,outcoming,-1,-1,False
7603,24.0,0.0,0,0.0,400000.0,data,1952,,outcoming,-1,-1,False
7605,24.0,0.0,0,0.0,100000.0,data,1953,,outcoming,-1,-1,False
7606,24.0,0.0,0,0.0,500000.0,data,1954,,outcoming,-1,-1,False
7608,24.0,0.0,0,0.0,200000.0,data,1955,,outcoming,-1,-1,False
7617,24.0,0.0,0,0.0,400000.0,data,1956,,outcoming,-1,-1,False
7631,24.0,0.0,0,0.0,100000.0,data,1957,,outcoming,-1,-1,False
7634,24.0,0.0,0,0.0,600000.0,data,1958,,outcoming,-1,-1,False
7637,24.0,0.0,0,0.0,100000.0,data,1959,,outcoming,-1,-1,False
7639,24.0,0.0,0,0.0,400000.0,data,1960,,outcoming,-1,-1,False
7642,24.0,0.0,0,0.0,300000.0,data,1961,,outcoming,-1,-1,False
7645,24.0,0.0,0,0.0,200000.0,data,1962,,outcoming,-1,-1,True
7646,24.0,0.0,0,0.0,700000.0,data,1963,,outcoming,-1,-1,False
7648,24.0,0.0,0,0.0,100000.0,data,1964,,outcoming,-1,-1,False
7655,24.0,0.0,0,0.0,400000.0,data,1965,,outcoming,-1,-1,False
7659,24.0,0.0,0,0.0,700000.0,data,1966,,outcoming,-1,-1,False
7662,24.0,0.0,0,0.0,700000.0,data,1967,,outcoming,-1,-1,False
7667,24.0,0.0,0,0.0,800000.0,data,1968,,outcoming,-1,-1,False
7670,24.0,0.0,0,0.0,200000.0,data,1969,,outcoming,-1,-1,False
7671,24.0,0.0,0,0.0,800000.0,data,1970,,outcoming,-1,-1,False
7673,24.0,0.0,0,0.0,900000.0,data,1971,,outcoming,-1,-1,False
7677,24.0,0.0,0,0.0,700000.0,data,1972,,outcoming,-1,-1,False
7686,24.0,0.0,0,0.0,700000.0,data,1973,,outcoming,-1,-1,False
7688,24.0,0.0,0,0.0,500000.0,data,1974,,outcoming,-1,-1,False
7690,24.0,0.0,0,0.0,500000.0,data,1975,,outcoming,-1,-1,False
7698,24.0,0.0,0,0.0,700000.0,data,1976,,outcoming,-1,-1,False
7713,24.0,0.0,0,0.0,600000.0,data,1977,,outcoming,-1,-1,False
7718,24.0,0.0,0,0.0,100000.0,data,1978,,outcoming,-1,-1,False
7722,24.0,0.0,0,0.0,400000.0,data,1979,,outcoming,-1,-1,False
7724,24.0,0.0,0,0.0,100000.0,data,1980,,outcoming,-1,-1,False
7726,24.0,0.0,0,0.0,600000.0,data,1981,,outcoming,-1,-1,False
7728,24.0,0.0,0,0.0,500000.0,data,1982,,outcoming,-1,-1,False
7731,24.0,0.0,0,0.0,800000.0,data,1983,,outcoming,-1,-1,False
7741,24.0,0.0,0,0.0,400000.0,data,1984,,outcoming,-1,-1,False
7747,24.0,0.0,0,0.0,200000.0,data,1985,,outcoming,-1,-1,False
7748,24.0,0.0,0,0.0,400000.0,data,1986,,outcoming,-1,-1,False
7749,24.0,0.0,0,0.0,700000.0,data,1987,,outcoming,-1,-1,True
7751,24.0,0.0,0,0.0,200000.0,data,1988,,outcoming,-1,-1,False
7752,24.0,0.0,0,0.0,500000.0,data,1989,,outcoming,-1,-1,False
7759,24.0,0.0,0,0.0,900000.0,data,1990,,outcoming,-1,-1,False
7767,24.0,0.0,0,0.0,700000.0,data,1991,,outcoming,-1,-1,True
7771,24.0,0.0,0,0.0,400000.0,data,1992,,outcoming,-1,-1,False
7772,24.0,0.0,0,0.0,900000.0,data,1993,,outcoming,-1,-1,False
7773,24.0,0.0,0,0.0,700000.0,data,1994,,outcoming,-1,-1,False
7817,24.0,0.0,0,0.0,900000.0,data,1995,,outcoming,-1,-1,False
7820,24.0,0.0,0,0.0,100000.0,data,1996,,outcoming,-1,-1,False
7821,24.0,0.0,0,0.0,200000.0,data,1997,,outcoming,-1,-1,False
7822,24.0,0.0,0,0.0,800000.0,data,1998,,outcoming,-1,-1,False
7823,24.0,0.0,0,0.0,600000.0,data,1999,,outcoming,-1,-1,False
7825,24.0,0.0,0,0.0,800000.0,data,2000,,outcoming,-1,-1,False
7826,24.0,0.0,0,0.0,600000.0,data,2001,,outcoming,-1,-1,False
7827,24.0,0.0,0,0.0,800000.0,data,2002,,outcoming,-1,-1,False
7830,24.0,0.0,0,0.0,800000.0,data,2003,,outcoming,-1,-1,False
7838,24.0,0.0,0,0.0,300000.0,data,2004,,outcoming,-1,-1,False
7842,24.0,0.0,0,0.0,100000.0,data,2005,,outcoming,-1,-1,False
7858,24.0,0.0,0,0.0,400000.0,data,2006,,outcoming,-1,-1,False
7859,24.0,0.0,0,0.0,700000.0,data,2007,,outcoming,-1,-1,False
7866,24.0,0.0,0,0.0,600000.0,data,2008,,outcoming,-1,-1,False
7871,24.0,0.0,0,0.0,100000.0,data,2009,,outcoming,-1,-1,False
7875,24.0,0.0,0,0.0,500000.0,data,2010,,outcoming,-1,-1,False
7887,24.0,0.0,0,0.0,800000.0,data,2011,,outcoming,-1,-1,False
7888,24.0,0.0,0,0.0,500000.0,data,2012,,outcoming,-1,-1,False
7897,24.0,0.0,0,0.0,300000.0,data,2013,,outcoming,-1,-1,False
7901,24.0,0.0,0,0.0,300000.0,data,2014,,outcoming,-1,-1,False
7911,24.0,0.0,0,0.0,400000.0,data,2015,,outcoming,-1,-1,False
7912,24.0,0.0,0,0.0,400000.0,data,2016,,outcoming,-1,-1,False
7913,24.0,0.0,0,0.0,200000.0,data,2017,,outcoming,-1,-1,False
7917,24.0,0.0,0,0.0,100000.0,data,2018,,outcoming,-1,-1,False
7924,24.0,0.0,0,0.0,300000.0,data,2019,,outcoming,-1,-1,False
7925,24.0,0.0,0,0.0,800000.0,data,2020,,outcoming,-1,-1,False
7927,24.0,0.0,0,0.0,500000.0,data,2021,,outcoming,-1,-1,False
7941,24.0,0.0,0,0.0,600000.0,data,2022,,outcoming,-1,-1,False
7943,24.0,0.0,0,0.0,300000.0,data,2023,,outcoming,-1,-1,False
7947,24.0,0.0,0,0.0,800000.0,data,2024,,outcoming,-1,-1,False
7968,24.0,0.0,0,0.0,600000.0,data,2025,,outcoming,-1,-1,False
7970,24.0,0.0,0,0.0,600000.0,data,2026,,outcoming,-1,-1,False
7978,24.0,0.0,0,0.0,400000.0,data,2027,,outcoming,-1,-1,False
7981,24.0,0.0,0,0.0,500000.0,data,2028,,outcoming,-1,-1,False
7982,24.0,0.0,0,0.0,200000.0,data,2029,,outcoming,-1,-1,False
7994,24.0,0.0,0,0.0,100000.0,data,2030,,outcoming,-1,-1,False
7995,24.0,0.0,0,0.0,400000.0,data,2031,,outcoming,-1,-1,False
7997,24.0,0.0,0,0.0,100000.0,data,2032,,outcoming,-1,-1,True
8003,24.0,0.0,0,0.0,500000.0,data,2033,,outcoming,-1,-1,False
8027,24.0,0.0,0,0.0,700000.0,data,2034,,outcoming,-1,-1,True
8033,24.0,0.0,0,0.0,100000.0,data,2035,,outcoming,-1,-1,False
8034,24.0,0.0,0,0.0,200000.0,data,2036,,outcoming,-1,-1,True
8046,24.0,0.0,0,0.0,500000.0,data,2037,,outcoming,-1,-1,False
8050,24.0,0.0,0,0.0,100000.0,data,2038,,outcoming,-1,-1,False
8055,24.0,0.0,0,0.0,200000.0,data,2039,,outcoming,-1,-1,False
8061,24.0,0.0,0,0.0,300000.0,data,2040,,outcoming,-1,-1,False
8062,24.0,0.0,0,0.0,300000.0,data,2041,,outcoming,-1,-1,False
8064,24.0,0.0,0,0.0,100000.0,data,2042,,outcoming,-1,-1,False
8065,24.0,0.0,0,0.0,200000.0,data,2043,,outcoming,-1,-1,False
8066,24.0,0.0,0,0.0,300000.0,data,2044,,outcoming,-1,-1,False
8071,24.0,0.0,0,0.0,600000.0,data,2045,,outcoming,-1,-1,False
8073,24.0,0.0,0,0.0,400000.0,data,2046,,outcoming,-1,-1,False
8082,24.0,0.0,0,0.0,300000.0,data,2047,,outcoming,-1,-1,False
8085,24.0,0.0,0,0.0,100000.0,data,2048,,outcoming,-1,-1,False
8090,24.0,0.0,0,0.0,100000.0,data,2049,,outcoming,-1,-1,False
8095,24.0,0.0,0,0.0,400000.0,data,2050,,outcoming,-1,-1,False
8098,24.0,0.0,0,0.0,200000.0,data,2051,,outcoming,-1,-1,False
8099,24.0,0.0,0,0.0,200000.0,data,2052,,outcoming,-1,-1,False
8110,24.0,0.0,0,0.0,400000.0,data,2053,,outcoming,-1,-1,False
8115,24.0,0.0,0,0.0,600000.0,data,2054,,outcoming,-1,-1,False
8118,24.0,0.0,0,0.0,100000.0,data,2055,,outcoming,-1,-1,False
8126,24.0,0.0,0,0.0,300000.0,data,2056,,outcoming,-1,-1,False
8127,24.0,0.0,0,0.0,800000.0,data,2057,,outcoming,-1,-1,False
8136,24.0,0.0,0,0.0,800000.0,data,2058,,outcoming,-1,-1,False
8137,24.0,0.0,0,0.0,200000.0,data,2059,,outcoming,-1,-1,False
8141,24.0,0.0,0,0.0,600000.0,data,2060,,outcoming,-1,-1,False
8144,24.0,0.0,0,0.0,200000.0,data,2061,,outcoming,-1,-1,False
8150,24.0,0.0,0,0.0,900000.0,data,2062,,outcoming,-1,-1,False
8151,24.0,0.0,0,0.0,400000.0,data,2063,,outcoming,-1,-1,False
8158,24.0,0.0,0,0.0,300000.0,data,2064,,outcoming,-1,-1,False
8159,24.0,0.0,0,0.0,900000.0,data,2065,,outcoming,-1,-1,False
8165,24.0,0.0,0,0.0,500000.0,data,2066,,outcoming,-1,-1,False
8172,24.0,0.0,0,0.0,400000.0,data,2067,,outcoming,-1,-1,False
8173,24.0,0.0,0,0.0,500000.0,data,2068,,outcoming,-1,-1,False
8183,24.0,0.0,0,0.0,200000.0,data,2069,,outcoming,-1,-1,False
8184,24.0,0.0,0,0.0,800000.0,data,2070,,outcoming,-1,-1,False
8186,24.0,0.0,0,0.0,400000.0,data,2071,,outcoming,-1,-1,False
8187,24.0,0.0,0,0.0,100000.0,data,2072,,outcoming,-1,-1,False
8190,24.0,0.0,0,0.0,600000.0,data,2073,,outcoming,-1,-1,False
8191,24.0,0.0,0,0.0,600000.0,data,2074,,outcoming,-1,-1,False
8192,24.0,0.0,0,0.0,200000.0,data,2075,,outcoming,-1,-1,False
8197,24.0,0.0,0,0.0,200000.0,data,2076,,outcoming,-1,-1,False
8200,24.0,0.0,0,0.0,700000.0,data,2077,,outcoming,-1,-1,False
8201,24.0,0.0,0,0.0,300000.0,data,2078,,outcoming,-1,-1,False
8202,24.0,0.0,0,0.0,400000.0,data,2079,,outcoming,-1,-1,False
8210,24.0,0.0,0,0.0,200000.0,data,2080,,outcoming,-1,-1,False
8212,24.0,0.0,0,0.0,700000.0,data,2081,,outcoming,-1,-1,False
8213,24.0,0.0,0,0.0,900000.0,data,2082,,outcoming,-1,-1,False
8217,24.0,0.0,0,0.0,100000.0,data,2083,,outcoming,-1,-1,False
8223,24.0,0.0,0,0.0,900000.0,data,2084,,outcoming,-1,-1,False
8242,24.0,0.0,0,0.0,300000.0,data,2085,,outcoming,-1,-1,False
8245,24.0,0.0,0,0.0,600000.0,data,2086,,outcoming,-1,-1,True
8248,24.0,0.0,0,0.0,400000.0,data,2087,,outcoming,-1,-1,False
8267,24.0,0.0,0,0.0,300000.0,data,2088,,outcoming,-1,-1,True
8272,24.0,0.0,0,0.0,200000.0,data,2089,,outcoming,-1,-1,False
8282,24.0,0.0,0,0.0,500000.0,data,2090,,outcoming,-1,-1,False
8288,24.0,0.0,0,0.0,200000.0,data,2091,,outcoming,-1,-1,False
8291,24.0,0.0,0,0.0,100000.0,data,2092,,outcoming,-1,-1,False
8292,24.0,0.0,0,0.0,100000.0,data,2093,,outcoming,-1,-1,False
8298,24.0,0.0,0,0.0,200000.0,data,2094,,outcoming,-1,-1,False
8301,24.0,0.0,0,0.0,100000.0,data,2095,,outcoming,-1,-1,False
8302,24.0,0.0,0,0.0,400000.0,data,2096,,outcoming,-1,-1,False
8304,24.0,0.0,0,0.0,500000.0,data,2097,,outcoming,-1,-1,False
8308,24.0,0.0,0,0.0,700000.0,data,2098,,outcoming,-1,-1,False
8311,24.0,0.0,0,0.0,500000.0,data,2099,,outcoming,-1,-1,False
8323,24.0,0.0,0,0.0,100000.0,data,2100,,outcoming,-1,-1,False
8326,24.0,0.0,0,0.0,500000.0,data,2101,,outcoming,-1,-1,False
8327,24.0,0.0,0,0.0,200000.0,data,2102,,outcoming,-1,-1,False
8330,24.0,0.0,0,0.0,800000.0,data,2103,,outcoming,-1,-1,True
8334,24.0,0.0,0,0.0,500000.0,data,2104,,outcoming,-1,-1,False
8346,24.0,0.0,0,0.0,300000.0,data,2105,,outcoming,-1,-1,False
8352,24.0,0.0,0,0.0,600000.0,data,2106,,outcoming,-1,-1,False
8353,24.0,0.0,0,0.0,700000.0,data,2107,,outcoming,-1,-1,True
8355,24.0,0.0,0,0.0,500000.0,data,2108,,outcoming,-1,-1,False
8357,24.0,0.0,0,0.0,600000.0,data,2109,,outcoming,-1,-1,False
8358,24.0,0.0,0,0.0,800000.0,data,2110,,outcoming,-1,-1,False
8359,24.0,0.0,0,0.0,500000.0,data,2111,,outcoming,-1,-1,False
8360,24.0,0.0,0,0.0,800000.0,data,2112,,outcoming,-1,-1,False
8362,24.0,0.0,0,0.0,900000.0,data,2113,,outcoming,-1,-1,False
